,price
1848,32.7309
1849,32.02427
1850,31.99267
1851,33.67739
1852,40.85004
1853,48.2961
1854,46.0314
1855,37.46609
1856,32.20788
1857,31.94986
1858,28.17913
1859,24.15312
1860,23.48944
1861,22.43796
1862,24.93096
1863,25.90606
1864,30.46324
1865,40.14846
1866,50.38611
1867,44.39081
1868,43.17199
1869,39.49408
1870,36.03048
1871,33.22525
1872,33.13556
1873,31.59627
1874,31.40808
1875,31.79384
1876,33.7283
1877,40.10327
1878,50.95402
1879,33.84704
1880,9.06877
1881,9.75482
1882,9.02995
1883,4.42826
1884,3.00405
1885,1.76769
1886,7.33084
1887,7.38965
1888,16.02021
1889,45.83871
1890,50.10164
1891,44.63255
1892,40.834
1893,36.65096
1894,33.82977
1895,31.22216
1896,32.15222
1897,31.1308
1898,29.49258
1899,31.42539
1900,36.45838
1901,41.49306
1902,48.83523
1903,31.95066
1904,10.49441
1905,4.19047
1906,0.80299
1907,-0.01444
1908,-0.02109
1909,-0.03868
1910,-0.02586
1911,0.89871
1912,13.48864
1913,47.10745
1914,47.96258
1915,43.65904
1916,38.72427
1917,36.138
1918,32.78328
1919,28.50024
1920,29.00083
1921,28.57648
1922,28.94042
1923,30.65416
1924,38.48132
1925,48.5805
1926,44.44947
1927,31.56183
1928,21.9074
1929,14.81773
1930,13.60599
1931,13.08615
1932,6.84101
1933,5.46782
1934,5.52685
1935,4.73647
1936,17.31557
1937,45.67219
1938,51.1163
1939,45.42269
1940,41.32233
1941,35.09122
1942,32.01414
1943,31.04357
1944,30.17615
1945,30.41132
1946,30.0232
1947,31.47902
1948,36.73363
1949,45.21194
1950,40.25982
1951,34.99567
1952,24.96962
1953,11.92222
1954,8.02269
1955,4.44413
1956,3.3481
1957,5.3361
1958,5.79258
1959,5.15206
1960,21.3152
1961,40.21614
1962,56.60942
1963,51.97195
1964,43.15086
1965,39.79887
1966,37.28434
1967,31.44987
1968,31.7184
1969,30.54905
1970,30.60821
1971,32.56113
1972,38.28311
1973,48.07501
1974,45.56769
1975,33.40212
1976,26.02242
1977,16.85822
1978,11.5796
1979,13.27238
1980,10.97698
1981,17.09233
1982,17.29812
1983,15.67857
1984,28.1354
1985,41.04926
1986,51.03834
1987,47.3538
1988,40.88001
1989,37.95189
1990,33.45146
1991,34.38142
1992,32.6324
1993,31.8127
1994,31.72196
1995,32.69421
1996,37.93736
1997,44.88195
1998,43.45444
1999,34.59004
2000,30.7894
2001,29.87413
2002,26.73482
2003,23.97943
2004,24.70676
2005,23.86407
2006,24.23753
2007,23.0758
2008,31.26934
2009,39.7783
2010,46.05727
2011,46.49554
2012,41.58072
2013,38.24882
2014,33.80602
2015,32.06656
2016,30.01608
2017,30.07574
2018,30.00005
2019,30.90906
2020,38.12857
2021,46.28962
2022,46.072
2023,33.56115
2024,29.43761
2025,27.51728
2026,18.63653
2027,13.12085
2028,10.64497
2029,9.30112
2030,13.23547
2031,12.37184
2032,27.18674
2033,40.95407
2034,56.92732
2035,51.16449
2036,46.29427
2037,40.66926
2038,38.5594
2039,37.12886
2040,34.86368
2041,33.69883
2042,33.12532
2043,34.51222
2044,38.68977
2045,46.45056
2046,38.15744
2047,28.81676
2048,12.89791
2049,13.02426
2050,12.51699
2051,7.43304
2052,3.84506
2053,2.66699
2054,5.77226
2055,9.20133
2056,23.37866
2057,42.28771
2058,55.20525
2059,49.95648
2060,43.7099
2061,38.96186
2062,37.92609
2063,42.18875
2064,37.41557
2065,37.04824
2066,37.10645
2067,37.95271
2068,39.45225
2069,44.04956
2070,37.2096
2071,25.43544
2072,13.49178
2073,7.59678
2074,0.61574
2075,0.55099
2076,1.14872
2077,1.17979
2078,3.43858
2079,8.75831
2080,25.10358
2081,50.63447
2082,61.08147
2083,53.04423
2084,41.71296
2085,36.9206
2086,34.48258
2087,31.03065
2088,30.25087
2089,30.03513
2090,30.09085
2091,31.24104
2092,38.14627
2093,46.42304
2094,42.39352
2095,29.02225
2096,22.84699
2097,10.83888
2098,5.49499
2099,4.69512
2100,4.49299
2101,6.59142
2102,11.673
2103,10.76252
2104,22.47784
2105,41.41913
2106,52.23296
2107,47.59228
2108,42.13473
2109,40.088
2110,34.17918
2111,33.17039
2112,31.73513
2113,30.94094
2114,30.74313
2115,35.60117
2116,39.00365
2117,49.47125
2118,44.60192
2119,29.09829
2120,13.1367
2121,7.89458
2122,5.3945
2123,2.84529
2124,2.86857
2125,9.83018
2126,12.38315
2127,16.26569
2128,31.35941
2129,48.82912
2130,72.02478
2131,57.872
2132,44.89897
2133,40.00312
2134,37.88328
2135,38.34945
2136,36.37405
2137,34.79006
2138,33.99024
2139,37.14722
2140,40.0717
2141,46.65877
2142,43.85514
2143,32.81831
2144,15.94338
2145,13.72485
2146,7.53465
2147,10.1138
2148,12.33888
2149,14.8856
2150,19.29142
2151,24.2276
2152,37.52076
2153,56.36636
2154,83.42553
2155,62.80396
2156,50.87567
2157,42.87302
2158,40.66855
2159,39.12094
2160,37.62212
2161,35.27009
2162,34.2942
2163,36.56462
2164,39.49562
2165,44.93597
2166,42.2039
2167,30.95287
2168,17.17944
2169,13.39499
2170,13.64425
2171,14.01851
2172,17.3507
2173,23.49755
2174,28.81815
2175,27.0007
2176,38.46489
2177,41.50376
2178,83.73198
2179,42.9594
2180,47.7551
2181,41.38427
2182,38.40823
2183,38.59756
2184,37.2502
2185,34.26031
2186,33.16107
2187,34.40443
2188,39.24438
2189,42.60141
2190,39.97099
2191,29.08598
2192,15.06807
2193,14.67649
2194,14.84326
2195,11.65719
2196,12.76358
2197,12.32586
2198,17.25405
2199,25.43874
2200,32.65584
2201,38.78639
2202,62.14525
2203,49.1559
2204,45.764
2205,41.71866
2206,39.17975
2207,40.8041
2208,39.97319
2209,39.33076
2210,36.32668
2211,38.16294
2212,40.57186
2213,43.88844
2214,36.1971
2215,23.95981
2216,14.49703
2217,16.86469
2218,4.14168
2219,1.64596
2220,0.97772
2221,0.92152
2222,4.35655
2223,7.49859
2224,14.33759
2225,46.14648
2226,55.67996
2227,46.84189
2228,42.48646
2229,41.30552
2230,39.65792
2231,36.71251
2232,35.53733
2233,33.77089
2234,32.64793
2235,35.3426
2236,38.80458
2237,40.10438
2238,34.00605
2239,20.31739
2240,13.38851
2241,10.10715
2242,3.8035
2243,1.85859
2244,1.25165
2245,0.74954
2246,2.50861
2247,3.15967
2248,23.0096
2249,43.63491
2250,50.35214
2251,45.18455
2252,43.93464
2253,41.09556
2254,36.11191
2255,29.31243
2256,30.30233
2257,30.22816
2258,30.54802
2259,33.44834
2260,41.21396
2261,47.22566
2262,39.51936
2263,33.93792
2264,24.65106
2265,23.51515
2266,27.38383
2267,18.58093
2268,15.38915
2269,16.76413
2270,15.77285
2271,17.31531
2272,32.62421
2273,46.09802
2274,60.22013
2275,48.67219
2276,43.46687
2277,41.31832
2278,37.3578
2279,36.0353
2280,32.6827
2281,31.08344
2282,31.28835
2283,33.35406
2284,40.64804
2285,47.09572
2286,43.97558
2287,33.7487
2288,26.19839
2289,23.19203
2290,18.93987
2291,13.61912
2292,12.12638
2293,9.0338
2294,13.21144
2295,16.12464
2296,29.58519
2297,44.1848
2298,57.58278
2299,56.24825
2300,42.86219
2301,42.03927
2302,39.97484
2303,36.8132
2304,33.75996
2305,32.94363
2306,33.46114
2307,36.55484
2308,42.64927
2309,47.44698
2310,44.58502
2311,35.08936
2312,29.81656
2313,23.90122
2314,25.49344
2315,20.56966
2316,20.40061
2317,14.65058
2318,15.09785
2319,17.9029
2320,30.34232
2321,47.33146
2322,58.59687
2323,52.70448
2324,42.38041
2325,42.68341
2326,39.73719
2327,36.75838
2328,33.68502
2329,32.69426
2330,32.49466
2331,35.89733
2332,43.20426
2333,46.2913
2334,38.9805
2335,29.25773
2336,23.8308
2337,22.95823
2338,21.4822
2339,17.48076
2340,18.07665
2341,15.57906
2342,15.19219
2343,13.20323
2344,27.39563
2345,42.02103
2346,59.44865
2347,56.98567
2348,42.52133
2349,41.96029
2350,38.53914
2351,37.49752
2352,35.15441
2353,34.33586
2354,35.48173
2355,39.74366
2356,41.06322
2357,45.45706
2358,46.43369
2359,39.60696
2360,31.8669
2361,33.17508
2362,29.68855
2363,18.23251
2364,16.34953
2365,15.60239
2366,13.28982
2367,12.68443
2368,28.60105
2369,33.84001
2370,50.35881
2371,50.60532
2372,45.5714
2373,39.0729
2374,37.16933
2375,38.29614
2376,39.32157
2377,34.51442
2378,36.27216
2379,39.12681
2380,40.72443
2381,41.97377
2382,37.63374
2383,8.63484
2384,16.20197
2385,14.89352
2386,16.09374
2387,10.89678
2388,10.75555
2389,9.61255
2390,14.73375
2391,7.79516
2392,26.11641
2393,42.56985
2394,59.85325
2395,57.43576
2396,49.23321
2397,42.36903
2398,39.84984
2399,39.92337
2400,39.88311
2401,36.96592
2402,35.67288
2403,41.49671
2404,45.16906
2405,49.52761
2406,47.92943
2407,31.87222
2408,23.52657
2409,20.08375
2410,17.53548
2411,16.92172
2412,20.3883
2413,21.05324
2414,23.18612
2415,22.68491
2416,32.88783
2417,40.09895
2418,75.03789
2419,58.54327
2420,51.35551
2421,45.48081
2422,41.93992
2423,38.95753
2424,37.0704
2425,35.22185
2426,35.8493
2427,40.5639
2428,44.383
2429,56.28115
2430,44.73665
2431,33.33624
2432,28.77654
2433,26.42346
2434,24.5739
2435,19.44603
2436,20.16157
2437,24.04222
2438,25.06194
2439,26.66164
2440,35.29167
2441,64.79189
2442,93.35549
2443,79.60151
2444,57.66712
2445,44.9408
2446,41.79734
2447,39.39083
2448,35.00936
2449,33.61229
2450,33.61033
2451,36.6198
2452,43.95866
2453,55.93478
2454,42.9542
2455,30.62916
2456,22.80121
2457,20.13283
2458,18.97595
2459,17.05321
2460,16.71729
2461,16.27615
2462,17.74926
2463,18.41558
2464,28.75153
2465,51.03784
2466,82.35263
2467,76.26046
2468,58.05281
2469,45.54047
2470,41.78765
2471,39.31543
2472,35.97819
2473,35.47556
2474,35.6978
2475,39.59491
2476,45.62637
2477,52.23173
2478,42.33136
2479,35.11075
2480,24.72718
2481,22.94677
2482,22.34468
2483,27.04101
2484,23.40228
2485,21.95329
2486,25.05699
2487,20.88517
2488,32.00457
2489,47.99643
2490,74.60124
2491,72.44319
2492,53.59781
2493,47.62997
2494,44.59671
2495,45.08763
2496,41.42227
2497,40.53144
2498,40.80337
2499,45.26537
2500,51.93975
2501,57.86962
2502,50.48011
2503,35.21465
2504,29.26505
2505,25.73596
2506,27.67049
2507,19.58047
2508,25.93653
2509,22.53048
2510,19.69936
2511,21.74623
2512,31.05723
2513,51.12252
2514,73.68105
2515,71.71639
2516,57.1184
2517,51.23701
2518,47.8934
2519,48.62246
2520,44.75715
2521,43.04609
2522,43.35313
2523,46.87748
2524,51.51834
2525,58.94535
2526,50.38194
2527,33.07896
2528,30.62506
2529,24.71594
2530,25.08014
2531,23.80187
2532,23.79636
2533,24.80327
2534,24.29599
2535,26.2212
2536,33.89854
2537,53.31734
2538,77.06709
2539,71.55492
2540,61.9173
2541,51.94788
2542,45.29988
2543,45.24795
2544,41.99783
2545,41.60502
2546,42.05937
2547,45.15365
2548,45.08229
2549,47.87828
2550,41.8155
2551,28.2443
2552,26.31086
2553,22.2749
2554,22.7541
2555,20.25819
2556,19.43944
2557,20.06441
2558,24.38366
2559,28.29745
2560,33.27464
2561,56.02068
2562,86.9215
2563,84.15026
2564,71.60494
2565,54.39014
2566,47.16742
2567,44.7178
2568,42.00232
2569,39.9935
2570,38.39369
2571,40.41185
2572,39.50618
2573,40.2682
2574,33.35853
2575,22.4674
2576,20.0436
2577,12.68756
2578,8.80546
2579,9.12126
2580,12.43184
2581,20.20842
2582,20.22485
2583,27.95158
2584,35.87858
2585,57.2292
2586,79.84744
2587,93.19699
2588,63.96395
2589,47.68297
2590,44.89749
2591,40.64368
2592,37.69742
2593,34.70321
2594,34.37062
2595,37.35545
2596,40.66665
2597,47.15108
2598,39.45764
2599,33.68147
2600,27.45766
2601,25.1009
2602,18.1962
2603,20.03764
2604,15.52438
2605,20.15534
2606,26.68885
2607,34.10666
2608,-6.1615
2609,59.51662
2610,94.16368
2611,95.78111
2612,65.98718
2613,47.75388
2614,43.0132
2615,36.60308
2616,35.34158
2617,33.83011
2618,34.23675
2619,37.21669
2620,40.44992
2621,44.89176
2622,36.70625
2623,31.2953
2624,27.13774
2625,24.56735
2626,23.15092
2627,17.17762
2628,13.92215
2629,17.99398
2630,22.68708
2631,24.52198
2632,33.52193
2633,45.2937
2634,61.31577
2635,63.92781
2636,47.61205
2637,41.34979
2638,37.46432
2639,46.40783
2640,43.14606
2641,40.70041
2642,40.15461
2643,43.83975
2644,47.21828
2645,51.78529
2646,44.93618
2647,39.28968
2648,30.02336
2649,29.37098
2650,28.5741
2651,20.0404
2652,18.22995
2653,19.96236
2654,20.86357
2655,23.34603
2656,34.12085
2657,45.6805
2658,66.65091
2659,70.02121
2660,52.61664
2661,46.71938
2662,42.10779
2663,36.13916
2664,34.82894
2665,34.45646
2666,35.05605
2667,36.26992
2668,41.53266
2669,52.34729
2670,41.38322
2671,35.79647
2672,27.93093
2673,27.20306
2674,27.95592
2675,26.22138
2676,24.56605
2677,22.16417
2678,21.2257
2679,19.10511
2680,28.71966
2681,44.41607
2682,54.7392
2683,58.95662
2684,48.68226
2685,45.14627
2686,38.97255
2687,35.7554
2688,33.78893
2689,32.95592
2690,34.31676
2691,36.90588
2692,43.66802
2693,48.69024
2694,48.24381
2695,39.25278
2696,36.6554
2697,33.6509
2698,32.49533
2699,28.28867
2700,30.07027
2701,25.58612
2702,22.69359
2703,19.79249
2704,27.76105
2705,43.18206
2706,50.20075
2707,53.30019
2708,48.11086
2709,43.65604
2710,40.91915
2711,40.59643
2712,37.44202
2713,36.05268
2714,35.3864
2715,37.53009
2716,40.87908
2717,38.63958
2718,35.89961
2719,30.30197
2720,27.81113
2721,31.66941
2722,32.00611
2723,26.28957
2724,27.28258
2725,23.90226
2726,27.4014
2727,23.33473
2728,31.87983
2729,43.97974
2730,48.35253
2731,48.78258
2732,46.51357
2733,43.42618
2734,42.26741
2735,39.54292
2736,37.45465
2737,37.13653
2738,34.77
2739,37.4309
2740,41.23013
2741,42.10167
2742,38.34761
2743,38.93267
2744,33.24941
2745,30.41294
2746,29.55615
2747,27.88292
2748,27.51088
2749,27.20357
2750,25.08126
2751,24.39747
2752,39.04278
2753,48.46595
2754,48.14925
2755,46.65497
2756,45.04415
2757,43.65253
2758,38.04778
2759,39.71555
2760,35.26339
2761,34.64975
2762,35.25517
2763,39.03012
2764,46.32506
2765,48.94967
2766,48.23045
2767,43.02152
2768,37.06044
2769,32.98169
2770,31.57076
2771,25.97264
2772,26.6014
2773,25.16467
2774,23.90494
2775,23.46097
2776,35.17949
2777,45.79719
2778,61.17998
2779,70.75853
2780,51.57046
2781,46.93479
2782,42.31681
2783,39.33483
2784,36.86628
2785,35.89876
2786,37.25264
2787,40.85349
2788,48.80709
2789,52.53741
2790,42.54256
2791,32.20017
2792,29.48464
2793,25.73084
2794,16.78685
2795,17.59211
2796,13.339
2797,16.96252
2798,18.28713
2799,16.62314
2800,25.38308
2801,45.57937
2802,52.48636
2803,55.56629
2804,51.37771
2805,47.67054
2806,44.19862
2807,35.93181
2808,39.37296
2809,38.20423
2810,40.26381
2811,42.56721
2812,49.868
2813,56.20319
2814,43.42735
2815,36.5154
2816,28.72355
2817,28.69884
2818,28.07129
2819,24.37529
2820,27.73963
2821,24.41264
2822,27.59459
2823,28.0854
2824,32.97822
2825,49.85092
2826,56.23412
2827,57.68162
2828,52.40682
2829,49.04676
2830,45.59771
2831,36.70321
2832,35.15424
2833,33.99098
2834,34.50982
2835,39.2398
2836,44.20179
2837,47.67387
2838,40.73753
2839,32.58126
2840,30.04562
2841,19.94414
2842,18.74601
2843,16.80811
2844,18.18882
2845,25.52371
2846,30.60896
2847,33.76212
2848,36.47607
2849,53.42151
2850,71.60672
2851,64.46974
2852,55.96893
2853,43.22395
2854,46.38927
2855,33.53209
2856,33.96868
2857,32.80674
2858,33.13921
2859,35.1521
2860,40.09938
2861,44.42477
2862,36.05281
2863,29.61651
2864,27.35012
2865,30.3249
2866,26.24307
2867,22.51434
2868,23.89775
2869,29.46437
2870,29.17476
2871,31.12432
2872,34.59876
2873,50.79653
2874,63.39321
2875,55.53702
2876,45.83914
2877,37.04775
2878,35.76904
2879,34.87868
2880,34.36264
2881,33.45636
2882,33.59338
2883,34.4497
2884,34.9908
2885,36.3706
2886,27.68385
2887,16.21439
2888,10.35023
2889,8.27775
2890,2.57154
2891,-0.12082
2892,1.39071
2893,4.40269
2894,4.45127
2895,9.55598
2896,14.08525
2897,40.66413
2898,48.87148
2899,48.26538
2900,42.87513
2901,34.53129
2902,34.68713
2903,38.08014
2904,33.19527
2905,31.87139
2906,33.04227
2907,33.73653
2908,32.62968
2909,32.69744
2910,7.50694
2911,-2.45314
2912,-2.5181
2913,-4.73729
2914,-4.64372
2915,-7.70539
2916,-5.88312
2917,-5.70869
2918,-4.5288
2919,-4.71341
2920,8.36508
2921,39.48922
2922,49.04423
2923,57.91861
2924,46.1469
2925,41.36274
2926,37.82072
2927,36.17626
2928,34.1147
2929,33.54085
2930,34.52862
2931,41.66246
2932,48.38643
2933,48.04573
2934,34.90795
2935,17.83568
2936,17.41619
2937,11.88013
2938,11.44639
2939,13.56448
2940,14.14356
2941,21.00792
2942,22.80244
2943,19.40766
2944,29.61754
2945,44.94828
2946,64.2835
2947,53.16199
2948,46.38113
2949,45.87968
2950,40.12695
2951,36.7016
2952,35.38802
2953,33.62842
2954,34.24357
2955,37.24159
2956,41.77288
2957,49.6264
2958,35.15669
2959,29.19524
2960,21.62804
2961,21.83903
2962,18.79691
2963,19.50739
2964,26.0757
2965,30.04339
2966,33.66268
2967,34.58802
2968,41.87126
2969,52.10929
2970,86.91494
2971,63.99332
2972,55.85723
2973,45.24597
2974,40.92524
2975,43.3107
2976,38.89452
2977,36.0921
2978,35.80468
2979,38.39355
2980,42.7977
2981,47.16399
2982,37.06792
2983,25.69894
2984,16.42819
2985,16.76023
2986,16.02521
2987,21.12633
2988,21.37009
2989,29.93766
2990,35.66015
2991,38.90142
2992,36.42986
2993,59.07718
2994,105.47856
2995,79.16143
2996,46.67486
2997,47.00236
2998,42.44501
2999,39.93691
3000,37.19825
3001,35.00219
3002,35.14001
3003,37.64319
3004,41.53777
3005,45.67617
3006,38.21969
3007,31.27445
3008,22.04122
3009,15.69461
3010,14.2116
3011,14.36253
3012,16.00579
3013,21.35398
3014,27.59003
3015,30.23912
3016,38.2678
3017,48.45342
3018,81.63078
3019,60.16225
3020,52.95404
3021,41.60202
3022,37.81694
3023,34.30747
3024,32.7248
3025,32.73499
3026,32.61192
3027,33.6455
3028,36.74651
3029,42.05082
3030,33.11348
3031,20.62623
3032,14.88365
3033,13.82859
3034,10.18737
3035,10.04628
3036,12.02159
3037,13.23112
3038,14.74475
3039,12.63841
3040,27.44938
3041,40.27759
3042,59.60498
3043,51.1509
3044,49.67045
3045,41.22473
3046,38.91361
3047,35.46127
3048,33.88745
3049,31.21632
3050,29.76294
3051,30.38172
3052,32.70315
3053,33.09872
3054,21.04144
3055,10.78886
3056,2.04731
3057,0.15956
3058,-0.89605
3059,-0.24069
3060,1.74027
3061,4.92628
3062,11.43034
3063,11.8198
3064,27.75079
3065,41.81904
3066,52.34071
3067,52.58147
3068,44.86526
3069,42.96657
3070,38.64077
3071,35.58253
3072,31.92824
3073,32.14737
3074,30.73869
3075,32.24429
3076,33.83684
3077,38.528
3078,15.642
3079,0.3554
3080,-0.92823
3081,-0.93658
3082,-1.19052
3083,-0.80815
3084,-1.06978
3085,-0.74001
3086,1.55454
3087,2.48537
3088,24.30398
3089,40.35657
3090,52.85783
3091,56.84887
3092,49.48979
3093,41.95218
3094,38.56632
3095,32.76483
3096,30.83304
3097,30.29081
3098,30.80895
3099,33.32224
3100,41.78457
3101,48.88168
3102,37.21732
3103,22.75496
3104,18.46232
3105,13.49942
3106,12.09741
3107,14.1999
3108,15.81011
3109,17.69204
3110,23.89784
3111,18.90029
3112,33.81721
3113,46.90173
3114,57.06524
3115,55.83118
3116,57.26841
3117,45.27424
3118,42.25482
3119,44.37608
3120,37.86683
3121,36.28287
3122,38.39875
3123,39.7196
3124,46.60365
3125,50.86833
3126,50.54411
3127,52.13978
3128,40.23355
3129,31.50878
3130,26.02514
3131,27.49962
3132,39.51699
3133,57.21231
3134,40.51728
3135,40.12952
3136,47.04685
3137,53.66639
3138,88.68821
3139,83.32829
3140,55.61802
3141,46.13193
3142,46.28234
3143,47.18821
3144,50.7678
3145,38.04857
3146,38.37049
3147,39.83541
3148,46.38941
3149,47.82935
3150,41.34292
3151,40.80694
3152,31.08484
3153,38.73404
3154,28.47418
3155,32.76672
3156,35.0148
3157,36.50658
3158,44.72593
3159,46.04943
3160,43.24908
3161,51.02653
3162,61.4965
3163,55.92421
3164,53.27707
3165,46.2785
3166,42.61488
3167,42.48163
3168,37.00433
3169,35.39164
3170,35.25878
3171,36.98786
3172,41.71066
3173,44.73587
3174,38.08839
3175,28.9011
3176,20.03969
3177,17.13751
3178,17.39531
3179,20.22357
3180,21.66683
3181,23.17646
3182,31.97228
3183,31.59958
3184,44.52291
3185,48.02862
3186,59.80665
3187,53.67331
3188,52.34865
3189,46.53226
3190,41.36925
3191,39.77222
3192,36.41673
3193,35.27347
3194,35.19351
3195,36.60996
3196,43.23025
3197,43.60047
3198,37.37284
3199,29.55002
3200,30.04073
3201,25.82811
3202,22.88108
3203,21.46866
3204,22.16573
3205,27.30762
3206,30.24407
3207,29.86483
3208,32.70767
3209,46.54236
3210,59.57283
3211,57.95498
3212,52.15527
3213,47.22441
3214,42.66569
3215,46.43255
3216,41.02963
3217,41.05131
3218,38.48561
3219,41.71314
3220,45.32852
3221,44.38446
3222,35.97154
3223,23.24576
3224,18.2579
3225,12.94828
3226,12.16894
3227,11.54985
3228,10.94355
3229,13.0559
3230,15.68677
3231,14.71931
3232,43.63969
3233,51.03408
3234,55.41895
3235,60.88666
3236,55.29428
3237,46.08631
3238,45.30134
3239,40.66082
3240,38.49263
3241,36.94691
3242,34.10006
3243,36.41475
3244,38.45447
3245,41.04023
3246,31.07616
3247,14.4465
3248,21.09734
3249,20.72751
3250,17.10398
3251,15.61993
3252,13.98634
3253,19.39771
3254,22.40026
3255,12.92024
3256,34.7292
3257,43.49953
3258,48.88943
3259,55.86966
3260,49.79747
3261,43.53858
3262,39.99449
3263,36.53683
3264,33.65352
3265,31.95518
3266,32.00817
3267,34.73058
3268,40.48585
3269,40.68356
3270,45.60091
3271,31.50591
3272,24.34393
3273,22.65746
3274,20.09207
3275,19.53529
3276,18.90839
3277,20.90027
3278,22.75979
3279,18.42536
3280,33.17089
3281,46.74029
3282,51.69134
3283,61.15059
3284,51.08768
3285,46.14741
3286,43.66481
3287,37.20203
3288,33.66155
3289,29.5046
3290,30.53136
3291,35.09413
3292,39.39914
3293,40.19115
3294,43.62327
3295,26.04442
3296,22.70189
3297,22.40952
3298,21.37217
3299,20.87721
3300,21.39027
3301,21.38583
3302,21.40581
3303,20.20125
3304,30.61614
3305,41.38268
3306,52.32896
3307,59.69411
3308,50.09888
3309,49.27268
3310,44.98004
3311,42.47478
3312,42.65087
3313,39.21112
3314,39.0282
3315,40.6177
3316,48.29026
3317,45.96908
3318,41.84755
3319,31.53638
3320,24.93765
3321,23.42736
3322,20.83847
3323,20.5684
3324,18.63168
3325,21.50081
3326,24.7466
3327,24.31657
3328,36.13455
3329,45.35671
3330,50.91844
3331,54.93972
3332,48.90086
3333,47.92461
3334,45.838
3335,38.5004
3336,36.58488
3337,33.10194
3338,35.51415
3339,38.61471
3340,48.87714
3341,45.43472
3342,40.54361
3343,29.79816
3344,18.2377
3345,19.88534
3346,17.78164
3347,18.49669
3348,16.91246
3349,18.63176
3350,18.55286
3351,17.22329
3352,33.62782
3353,43.43029
3354,48.56664
3355,53.76943
3356,47.81915
3357,43.56268
3358,42.31359
3359,40.88871
3360,37.04969
3361,35.53315
3362,36.23321
3363,38.61572
3364,41.58722
3365,38.19971
3366,35.9448
3367,14.83569
3368,11.59913
3369,10.25286
3370,10.13926
3371,17.57783
3372,19.23283
3373,22.03378
3374,22.28047
3375,17.89116
3376,25.21963
3377,39.49835
3378,45.56133
3379,51.64041
3380,51.09587
3381,44.14139
3382,41.3301
3383,40.20079
3384,39.801
3385,39.35693
3386,37.79197
3387,37.97176
3388,37.58317
3389,32.18273
3390,11.7762
3391,2.53804
3392,-1.53104
3393,0.72588
3394,0.61966
3395,0.56705
3396,0.21049
3397,0.19922
3398,0.46749
3399,1.10317
3400,4.58804
3401,30.96675
3402,36.50648
3403,39.70073
3404,43.86417
3405,40.56253
3406,38.35039
3407,36.98329
3408,37.03893
3409,36.97401
3410,35.64341
3411,36.78103
3412,36.99128
3413,31.57591
3414,14.901
3415,4.57936
3416,5.42109
3417,5.32985
3418,2.67874
3419,1.4739
3420,1.79766
3421,2.0466
3422,3.6647
3423,5.24979
3424,12.9201
3425,36.48003
3426,44.05267
3427,47.98694
3428,44.18222
3429,39.13599
3430,37.32111
3431,34.76002
3432,33.15331
3433,32.23325
3434,32.78747
3435,36.36307
3436,41.04358
3437,38.16803
3438,25.38896
3439,17.36017
3440,14.77439
3441,12.72725
3442,12.71945
3443,15.792
3444,17.79082
3445,20.43014
3446,20.82061
3447,20.94993
3448,30.68086
3449,40.41031
3450,55.3194
3451,55.16828
3452,43.66348
3453,39.48234
3454,37.61835
3455,45.00512
3456,38.61816
3457,36.64571
3458,37.32399
3459,39.36134
3460,40.45613
3461,37.92487
3462,28.66499
3463,26.33083
3464,15.1524
3465,20.32754
3466,10.90725
3467,12.72957
3468,16.16898
3469,22.62263
3470,26.18572
3471,24.80691
3472,32.47894
3473,42.82966
3474,50.56916
3475,50.11762
3476,48.83471
3477,43.67535
3478,40.30113
3479,38.52726
3480,34.9852
3481,33.69003
3482,34.46096
3483,37.26026
3484,41.4694
3485,48.56031
3486,38.59128
3487,28.42492
3488,27.28131
3489,24.57251
3490,21.50587
3491,21.51072
3492,22.95502
3493,26.29405
3494,33.31785
3495,33.11793
3496,38.03855
3497,48.07187
3498,59.20295
3499,58.39302
3500,53.64231
3501,42.77641
3502,41.40525
3503,40.00242
3504,33.98693
3505,32.31283
3506,32.53812
3507,35.83132
3508,37.77774
3509,44.35421
3510,34.2102
3511,34.21534
3512,26.45534
3513,27.83693
3514,21.04206
3515,20.07409
3516,27.1118
3517,34.00839
3518,33.57475
3519,28.11779
3520,36.12552
3521,44.03464
3522,60.81479
3523,60.31588
3524,52.59331
3525,40.77776
3526,38.55314
3527,37.31823
3528,33.67738
3529,33.16101
3530,32.37689
3531,34.48332
3532,38.54993
3533,40.4425
3534,29.90975
3535,28.17105
3536,21.67874
3537,8.33391
3538,12.43631
3539,11.86439
3540,19.19298
3541,21.78869
3542,29.41845
3543,29.63048
3544,32.74099
3545,48.03196
3546,60.03791
3547,62.10423
3548,53.06825
3549,42.20594
3550,40.10481
3551,41.01523
3552,36.00732
3553,36.58273
3554,37.27523
3555,37.51928
3556,38.59349
3557,34.80193
3558,22.85525
3559,14.1883
3560,5.48413
3561,3.33246
3562,2.65032
3563,3.28505
3564,4.10578
3565,6.0958
3566,13.35518
3567,12.11539
3568,17.11698
3569,46.26596
3570,58.21452
3571,63.30761
3572,52.71401
3573,45.57853
3574,41.31777
3575,38.65263
3576,35.6576
3577,34.94944
3578,35.27799
3579,36.01968
3580,36.62999
3581,33.467
3582,22.78871
3583,6.68261
3584,2.82816
3585,0.83583
3586,1.01692
3587,3.718
3588,10.18436
3589,18.66588
3590,14.40386
3591,19.29586
3592,22.69204
3593,56.66154
3594,60.74077
3595,57.26833
3596,53.14921
