,energy_in,energy_out,soc,charge_bool,discharge_bool,profit_timeseries,cumulative_profit,cumlative_cycle_rate,cumlative_profit
79,0.0,10.0,4.0,0.0,1.0,519.69857,2339.0309,9.7,2339.0309439557095
80,0.0,0.0,4.0,0.0,1.0,0.0,2339.0309,9.7,2339.0309439557095
81,0.0,0.0,4.0,0.0,1.0,0.0,2339.0309,9.7,2339.0309439557095
82,0.0,0.0,4.0,0.0,1.0,0.0,2339.0309,9.7,2339.0309439557095
83,0.0,0.0,4.0,0.0,1.0,0.0,2339.0309,9.7,2339.0309439557095
84,6.0,0.0,10.0,1.0,0.0,-175.10932,2163.9216,10.0,2163.9216239557095
85,10.0,0.0,20.0,1.0,0.0,-285.35742,1878.5642,10.5,1878.5642039557094
86,0.0,0.0,20.0,0.0,1.0,0.0,1878.5642,10.5,1878.5642039557094
87,-6.4936573e-10,0.0,20.0,0.0,1.0,2.3475556e-08,1878.5642,10.5,1878.564203979185
88,0.0,0.0,20.0,0.0,1.0,0.0,1878.5642,10.5,1878.564203979185
89,0.0,6.0,14.0,0.0,1.0,355.57886,2234.1431,10.8,2234.143063979185
90,0.0,10.0,4.0,0.0,1.0,609.8944,2844.0375,11.3,2844.0374639791853
91,0.0,0.0,4.0,0.0,1.0,0.0,2844.0375,11.3,2844.0374639791853
92,0.0,0.0,4.0,0.0,1.0,0.0,2844.0375,11.3,2844.0374639791853
93,6.3240422e-10,0.0,4.0,0.0,1.0,-2.8253882e-08,2844.0375,11.3,2844.0374639509314
94,0.0,0.0,4.0,0.0,1.0,0.0,2844.0375,11.3,2844.0374639509314
95,-6.4864364e-10,0.0,4.0,0.0,1.0,2.3659105e-08,2844.0375,11.3,2844.0374639745905
96,0.0,0.0,4.0,0.0,1.0,0.0,2844.0375,11.3,2844.0374639745905
97,0.0,0.0,4.0,0.0,1.0,0.0,2844.0375,11.3,2844.0374639745905
98,10.0,0.0,14.0,1.0,0.0,-301.72438,2542.3131,11.8,2542.3130839745904
99,6.0,0.0,20.0,1.0,0.0,-182.36522,2359.9479,12.1,2359.9478639745903
100,-6.6046421e-10,0.0,20.0,0.0,1.0,2.0849538e-08,2359.9479,12.1,2359.94786399544
101,0.0,0.0,20.0,0.0,1.0,0.0,2359.9479,12.1,2359.94786399544
102,0.0,6.0,14.0,0.0,1.0,240.76045,2600.7083,12.4,2600.70831399544
103,0.0,10.0,4.0,0.0,1.0,501.66185,3102.3702,12.9,3102.37016399544
104,-6.4664715e-10,0.0,4.0,0.0,1.0,2.4175188e-08,3102.3702,12.9,3102.3701640196155
105,0.0,0.0,4.0,0.0,1.0,0.0,3102.3702,12.9,3102.3701640196155
106,0.0,0.0,4.0,0.0,1.0,0.0,3102.3702,12.9,3102.3701640196155
107,-6.7649387e-10,0.0,4.0,0.0,1.0,1.7627649e-08,3102.3702,12.9,3102.3701640372433
108,10.0,0.0,14.0,1.0,0.0,-246.70975,2855.6604,13.4,2855.6604140372433
109,6.0,0.0,20.0,1.0,0.0,-151.33235,2704.3281,13.7,2704.328064037243
110,-6.6731981e-10,0.0,20.0,0.0,1.0,1.9395603e-08,2704.3281,13.7,2704.3280640566386
111,-6.3351325e-10,0.0,20.0,0.0,1.0,2.7909464e-08,2704.3281,13.7,2704.3280640845483
112,0.0,0.0,20.0,0.0,1.0,0.0,2704.3281,13.7,2704.3280640845483
113,0.0,10.0,10.0,0.0,1.0,666.14128,3370.4693,14.2,3370.4693440845485
114,0.0,6.0,4.0,0.0,1.0,364.26068,3734.73,14.5,3734.7300240845484
115,0.0,0.0,4.0,0.0,1.0,0.0,3734.73,14.5,3734.7300240845484
116,0.0,0.0,4.0,0.0,1.0,0.0,3734.73,14.5,3734.7300240845484
117,6.3289993e-10,0.0,4.0,0.0,1.0,-2.8099338e-08,3734.73,14.5,3734.730024056449
118,6.4673331e-10,0.0,4.0,0.0,1.0,-2.4152651e-08,3734.73,14.5,3734.7300240322966
119,0.0,0.0,4.0,0.0,1.0,0.0,3734.73,14.5,3734.7300240322966
120,0.0,0.0,4.0,0.0,1.0,0.0,3734.73,14.5,3734.7300240322966
121,6.0,0.0,10.0,1.0,0.0,-194.71339,3540.0166,14.8,3540.0166340322967
122,10.0,0.0,20.0,1.0,0.0,-321.11018,3218.9064,15.3,3218.9064540322966
123,0.0,0.0,20.0,0.0,1.0,0.0,3218.9064,15.3,3218.9064540322966
124,0.0,0.0,20.0,0.0,1.0,0.0,3218.9064,15.3,3218.9064540322966
125,6.3988721e-10,0.0,20.0,0.0,1.0,-2.6020608e-08,3218.9064,15.3,3218.906454006276
126,0.0,6.0,14.0,0.0,1.0,246.98887,3465.8953,15.6,3465.895324006276
127,0.0,10.0,4.0,0.0,1.0,488.02204,3953.9174,16.1,3953.917364006276
128,6.4388484e-10,0.0,4.0,0.0,1.0,-2.4910593e-08,3953.9174,16.1,3953.9173639813653
129,0.0,0.0,4.0,0.0,1.0,0.0,3953.9174,16.1,3953.9173639813653
130,-6.6223423e-10,0.0,4.0,0.0,1.0,2.0462564e-08,3953.9174,16.1,3953.917364001828
131,0.0,0.0,4.0,0.0,1.0,0.0,3953.9174,16.1,3953.917364001828
132,10.0,0.0,14.0,1.0,0.0,-272.01322,3681.9041,16.6,3681.904144001828
133,6.0,0.0,20.0,1.0,0.0,-165.78527,3516.1189,16.9,3516.1188740018283
134,-6.6166425e-10,0.0,20.0,0.0,1.0,2.0586274e-08,3516.1189,16.9,3516.1188740224147
135,6.4785942e-10,0.0,20.0,0.0,1.0,-2.3860305e-08,3516.1189,16.9,3516.1188739985546
136,0.0,0.0,20.0,0.0,1.0,0.0,3516.1189,16.9,3516.1188739985546
137,0.0,10.0,10.0,0.0,1.0,592.65839,4108.7773,17.4,4108.777263998554
138,0.0,6.0,4.0,0.0,1.0,308.5001,4417.2774,17.7,4417.277363998554
139,0.0,0.0,4.0,0.0,1.0,0.0,4417.2774,17.7,4417.277363998554
140,0.0,0.0,4.0,0.0,1.0,0.0,4417.2774,17.7,4417.277363998554
141,-6.3484305e-10,0.0,4.0,0.0,1.0,2.7502797e-08,4417.2774,17.7,4417.2773640260575
142,0.0,0.0,4.0,0.0,1.0,0.0,4417.2774,17.7,4417.2773640260575
143,0.0,0.0,4.0,0.0,1.0,0.0,4417.2774,17.7,4417.2773640260575
144,0.0,0.0,4.0,0.0,1.0,0.0,4417.2774,17.7,4417.2773640260575
145,0.0,0.0,4.0,0.0,1.0,0.0,4417.2774,17.7,4417.2773640260575
146,10.0,0.0,14.0,1.0,0.0,-310.83391,4106.4435,18.2,4106.443454026057
147,6.0,0.0,20.0,1.0,0.0,-190.68598,3915.7575,18.5,3915.757474026057
148,0.0,0.0,20.0,0.0,1.0,0.0,3915.7575,18.5,3915.757474026057
149,0.0,0.0,20.0,0.0,1.0,0.0,3915.7575,18.5,3915.757474026057
150,0.0,6.0,14.0,0.0,1.0,265.84078,4181.5983,18.8,4181.5982540260575
151,0.0,10.0,4.0,0.0,1.0,456.7783,4638.3766,19.3,4638.376554026057
152,-6.4201446e-10,0.0,4.0,0.0,1.0,2.5423056e-08,4638.3766,19.3,4638.3765540514805
153,6.5150242e-10,0.0,4.0,0.0,1.0,-2.2941892e-08,4638.3766,19.3,4638.3765540285385
154,6.578264e-10,0.0,4.0,0.0,1.0,-2.1441855e-08,4638.3766,19.3,4638.376554007096
155,0.0,0.0,4.0,0.0,1.0,0.0,4638.3766,19.3,4638.376554007096
156,10.0,0.0,14.0,1.0,0.0,-280.12741,4358.2491,19.8,4358.249144007096
157,6.0,0.0,20.0,1.0,0.0,-170.56908,4187.6801,20.1,4187.680064007096
158,0.0,0.0,20.0,0.0,1.0,0.0,4187.6801,20.1,4187.680064007096
159,6.4923818e-10,0.0,20.0,0.0,1.0,-2.3507859e-08,4187.6801,20.1,4187.680063983588
160,0.0,0.0,20.0,0.0,1.0,0.0,4187.6801,20.1,4187.680063983588
161,0.0,10.0,10.0,0.0,1.0,572.92964,4760.6097,20.6,4760.609703983589
162,0.0,6.0,4.0,0.0,1.0,312.77932,5073.389,20.9,5073.389023983588
163,0.0,0.0,4.0,0.0,1.0,0.0,5073.389,20.9,5073.389023983588
164,0.0,0.0,4.0,0.0,1.0,0.0,5073.389,20.9,5073.389023983588
165,6.3419421e-10,0.0,4.0,0.0,1.0,-2.7700366e-08,5073.389,20.9,5073.389023955888
166,0.0,0.0,4.0,0.0,1.0,0.0,5073.389,20.9,5073.389023955888
167,-6.4748142e-10,0.0,4.0,0.0,1.0,2.3957984e-08,5073.389,20.9,5073.389023979846
0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
1,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
2,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
3,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
4,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
5,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
6,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
7,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
8,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
9,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
10,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
11,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
12,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
13,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
14,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
15,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
16,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
17,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
18,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
19,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
20,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
21,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
22,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
23,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
24,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
25,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
26,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
27,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
28,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
29,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
30,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
31,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
32,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
33,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
34,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
35,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
36,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
37,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
38,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
39,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
40,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
41,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
42,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
43,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
44,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
45,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
46,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
47,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
48,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
49,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
50,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
51,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
52,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
53,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
54,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
55,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
56,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
57,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
58,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
59,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
60,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
61,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
62,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
63,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
64,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
65,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
66,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
67,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
68,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
69,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
70,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
71,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
72,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
73,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
74,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
75,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
76,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
77,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
78,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
79,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
80,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
81,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
82,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
83,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
84,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
85,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
86,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
87,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
88,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
89,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
90,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
91,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
92,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
93,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
94,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
95,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
96,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
97,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
98,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
99,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
100,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
101,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
102,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
103,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
104,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
105,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
106,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
107,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
108,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
109,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
110,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
111,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
112,0.0,0.0,4.0,0.0,1.0,0.0,0.0,20.9,5073.389023979846
113,0.0,0.021093706,3.9789063,0.0,1.0,1.3103398,1.3103398,20.901055,5074.699363779846
114,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
115,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
116,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
117,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
118,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
119,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
120,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
121,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
122,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
123,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
124,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
125,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
126,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
127,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
128,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
129,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
130,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
131,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
132,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
133,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
134,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
135,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
136,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
137,0.0,0.0,3.9789063,0.0,1.0,0.0,1.3103398,20.901055,5074.699363779846
